2026-02-06 22:26:31 | INFO     | phase0 | [tracking] Registered run: experiment=exp8_direction_codebook run_id=20260206_222631 git=a1a1bc2 out=outputs/tier3/exp8_direction_codebook/20260206_222631
2026-02-06 22:26:31 | INFO     | phase0 | [exp8] Loading latents index and splits...
2026-02-06 22:26:31 | INFO     | phase0 | [exp8] 4047 train utterances for direction extraction
2026-02-06 22:26:31 | INFO     | phase0 | [exp8] Extracted 200/4047 utterances
2026-02-06 22:26:31 | INFO     | phase0 | [exp8] Extracted 400/4047 utterances
2026-02-06 22:26:31 | INFO     | phase0 | [exp8] Extracted 600/4047 utterances
2026-02-06 22:26:32 | INFO     | phase0 | [exp8] Extracted 800/4047 utterances
2026-02-06 22:26:32 | INFO     | phase0 | [exp8] Extracted 1000/4047 utterances
2026-02-06 22:26:32 | INFO     | phase0 | [exp8] Extracted 1200/4047 utterances
2026-02-06 22:26:32 | INFO     | phase0 | [exp8] Extracted 1400/4047 utterances
2026-02-06 22:26:32 | INFO     | phase0 | [exp8] Extracted 1600/4047 utterances
2026-02-06 22:26:32 | INFO     | phase0 | [exp8] Extracted 1800/4047 utterances
2026-02-06 22:26:32 | INFO     | phase0 | [exp8] Extracted 2000/4047 utterances
2026-02-06 22:26:32 | INFO     | phase0 | [exp8] Extracted 2200/4047 utterances
2026-02-06 22:26:32 | INFO     | phase0 | [exp8] Extracted 2400/4047 utterances
2026-02-06 22:26:32 | INFO     | phase0 | [exp8] Extracted 2600/4047 utterances
2026-02-06 22:26:32 | INFO     | phase0 | [exp8] Extracted 2800/4047 utterances
2026-02-06 22:26:32 | INFO     | phase0 | [exp8] Extracted 3000/4047 utterances
2026-02-06 22:26:32 | INFO     | phase0 | [exp8] Extracted 3200/4047 utterances
2026-02-06 22:26:33 | INFO     | phase0 | [exp8] Extracted 3400/4047 utterances
2026-02-06 22:26:33 | INFO     | phase0 | [exp8] Extracted 3600/4047 utterances
2026-02-06 22:26:33 | INFO     | phase0 | [exp8] Extracted 3800/4047 utterances
2026-02-06 22:26:33 | INFO     | phase0 | [exp8] Extracted 4000/4047 utterances
2026-02-06 22:26:33 | INFO     | phase0 | [exp8] Extracted 657086 direction vectors from 4047 utterances, D=32
2026-02-06 22:26:33 | INFO     | phase0 | [exp8] Running Exp 9: near-zero magnitude analysis...
2026-02-06 22:26:33 | INFO     | phase0 | [exp8] Exp 9 recommendation: floor_clamp_sufficient. Magnitude median=0.7291
2026-02-06 22:26:33 | INFO     | phase0 | [exp8]   eps=0.001*median -> threshold=0.000729, fraction=0.0000 (0 frames)
2026-02-06 22:26:33 | INFO     | phase0 | [exp8]   eps=0.01*median -> threshold=0.007291, fraction=0.0000 (4 frames)
2026-02-06 22:26:33 | INFO     | phase0 | [exp8]   eps=0.1*median -> threshold=0.072912, fraction=0.0217 (14276 frames)
2026-02-06 22:26:33 | INFO     | phase0 | [exp8]   eps=0.5*median -> threshold=0.364561, fraction=0.2281 (149888 frames)
2026-02-06 22:26:33 | INFO     | phase0 | [exp8] Filtering near-zero: 4 removed (0.0%), 657082 directions for k-means
2026-02-06 22:26:33 | INFO     | phase0 | [exp8] Running spherical k-means K=64 (n_init=10)...
2026-02-06 22:27:55 | INFO     | phase0 | [exp8] K=64: angular_err=13.5° (median 10.3°), utilization=64/64 (100%), entropy_ratio=0.919
2026-02-06 22:27:55 | INFO     | phase0 | [exp8] Running spherical k-means K=256 (n_init=10)...
2026-02-06 22:34:14 | INFO     | phase0 | [exp8] K=256: angular_err=11.7° (median 8.8°), utilization=183/256 (71%), entropy_ratio=0.912
2026-02-06 22:34:14 | INFO     | phase0 | [exp8] Running spherical k-means K=1024 (n_init=10)...
2026-02-06 23:00:13 | INFO     | phase0 | [exp8] K=1024: angular_err=10.6° (median 7.9°), utilization=276/1024 (27%), entropy_ratio=0.909
2026-02-06 23:00:13 | INFO     | phase0 | [exp8] Running spherical k-means K=4096 (n_init=10)...
