2026-02-07 01:39:32 | INFO     | phase0 | [tracking] Registered run: experiment=exp8_direction_codebook run_id=20260207_013932 git=a1a1bc2 out=outputs/tier3/exp8_direction_codebook/20260207_013932
2026-02-07 01:39:32 | INFO     | phase0 | [exp8] Loading Mimi latents index and splits...
2026-02-07 01:39:32 | INFO     | phase0 | [exp8] 22216 train utterances for direction extraction
2026-02-07 01:39:33 | INFO     | phase0 | [exp8] Extracted 200/22216 utterances
2026-02-07 01:39:33 | INFO     | phase0 | [exp8] Extracted 400/22216 utterances
2026-02-07 01:39:33 | INFO     | phase0 | [exp8] Extracted 600/22216 utterances
2026-02-07 01:39:33 | INFO     | phase0 | [exp8] Extracted 800/22216 utterances
2026-02-07 01:39:33 | INFO     | phase0 | [exp8] Extracted 1000/22216 utterances
2026-02-07 01:39:34 | INFO     | phase0 | [exp8] Extracted 1200/22216 utterances
2026-02-07 01:39:34 | INFO     | phase0 | [exp8] Extracted 1400/22216 utterances
2026-02-07 01:39:34 | INFO     | phase0 | [exp8] Extracted 1600/22216 utterances
2026-02-07 01:39:34 | INFO     | phase0 | [exp8] Extracted 1800/22216 utterances
2026-02-07 01:39:35 | INFO     | phase0 | [exp8] Extracted 2000/22216 utterances
2026-02-07 01:39:35 | INFO     | phase0 | [exp8] Extracted 2200/22216 utterances
2026-02-07 01:39:35 | INFO     | phase0 | [exp8] Extracted 2400/22216 utterances
2026-02-07 01:39:35 | INFO     | phase0 | [exp8] Extracted 2600/22216 utterances
2026-02-07 01:39:35 | INFO     | phase0 | [exp8] Extracted 2800/22216 utterances
2026-02-07 01:39:36 | INFO     | phase0 | [exp8] Extracted 3000/22216 utterances
2026-02-07 01:39:36 | INFO     | phase0 | [exp8] Extracted 3200/22216 utterances
2026-02-07 01:39:36 | INFO     | phase0 | [exp8] Extracted 3400/22216 utterances
2026-02-07 01:39:36 | INFO     | phase0 | [exp8] Extracted 3600/22216 utterances
2026-02-07 01:39:37 | INFO     | phase0 | [exp8] Extracted 3800/22216 utterances
2026-02-07 01:39:37 | INFO     | phase0 | [exp8] Extracted 4000/22216 utterances
2026-02-07 01:39:37 | INFO     | phase0 | [exp8] Extracted 4200/22216 utterances
2026-02-07 01:39:37 | INFO     | phase0 | [exp8] Extracted 4400/22216 utterances
2026-02-07 01:39:38 | INFO     | phase0 | [exp8] Extracted 4600/22216 utterances
2026-02-07 01:39:38 | INFO     | phase0 | [exp8] Extracted 4800/22216 utterances
2026-02-07 01:39:38 | INFO     | phase0 | [exp8] Extracted 5000/22216 utterances
2026-02-07 01:39:38 | INFO     | phase0 | [exp8] Extracted 5200/22216 utterances
2026-02-07 01:39:38 | INFO     | phase0 | [exp8] Extracted 5400/22216 utterances
2026-02-07 01:39:39 | INFO     | phase0 | [exp8] Extracted 5600/22216 utterances
2026-02-07 01:39:39 | INFO     | phase0 | [exp8] Extracted 5800/22216 utterances
2026-02-07 01:39:39 | INFO     | phase0 | [exp8] Extracted 6000/22216 utterances
2026-02-07 01:39:39 | INFO     | phase0 | [exp8] Extracted 6200/22216 utterances
2026-02-07 01:39:40 | INFO     | phase0 | [exp8] Extracted 6400/22216 utterances
2026-02-07 01:39:40 | INFO     | phase0 | [exp8] Extracted 6600/22216 utterances
2026-02-07 01:39:40 | INFO     | phase0 | [exp8] Extracted 6800/22216 utterances
2026-02-07 01:39:40 | INFO     | phase0 | [exp8] Extracted 7000/22216 utterances
2026-02-07 01:39:41 | INFO     | phase0 | [exp8] Extracted 7200/22216 utterances
2026-02-07 01:39:41 | INFO     | phase0 | [exp8] Extracted 7400/22216 utterances
2026-02-07 01:39:41 | INFO     | phase0 | [exp8] Extracted 7600/22216 utterances
2026-02-07 01:39:41 | INFO     | phase0 | [exp8] Extracted 7800/22216 utterances
2026-02-07 01:39:41 | INFO     | phase0 | [exp8] Extracted 8000/22216 utterances
2026-02-07 01:39:42 | INFO     | phase0 | [exp8] Extracted 8200/22216 utterances
2026-02-07 01:39:42 | INFO     | phase0 | [exp8] Extracted 8400/22216 utterances
2026-02-07 01:39:42 | INFO     | phase0 | [exp8] Extracted 8600/22216 utterances
2026-02-07 01:39:42 | INFO     | phase0 | [exp8] Extracted 8800/22216 utterances
2026-02-07 01:39:43 | INFO     | phase0 | [exp8] Extracted 9000/22216 utterances
2026-02-07 01:39:43 | INFO     | phase0 | [exp8] Extracted 9200/22216 utterances
2026-02-07 01:39:43 | INFO     | phase0 | [exp8] Extracted 9400/22216 utterances
2026-02-07 01:39:43 | INFO     | phase0 | [exp8] Extracted 9600/22216 utterances
2026-02-07 01:39:43 | INFO     | phase0 | [exp8] Extracted 9800/22216 utterances
2026-02-07 01:39:44 | INFO     | phase0 | [exp8] Extracted 10000/22216 utterances
2026-02-07 01:39:44 | INFO     | phase0 | [exp8] Extracted 10200/22216 utterances
