2026-02-07 01:41:56 | INFO     | phase0 | [tracking] Registered run: experiment=exp8_direction_codebook run_id=20260207_014156 git=a1a1bc2 out=outputs/tier3/exp8_direction_codebook/20260207_014156
2026-02-07 01:41:56 | INFO     | phase0 | [exp8] Loading Mimi latents index and splits...
2026-02-07 01:41:56 | INFO     | phase0 | [exp8] 22216 train utterances for direction extraction
2026-02-07 01:41:57 | INFO     | phase0 | [exp8] Extracted 200/22216 utterances
2026-02-07 01:41:57 | INFO     | phase0 | [exp8] Extracted 400/22216 utterances
2026-02-07 01:41:57 | INFO     | phase0 | [exp8] Extracted 600/22216 utterances
2026-02-07 01:41:57 | INFO     | phase0 | [exp8] Extracted 800/22216 utterances
2026-02-07 01:41:58 | INFO     | phase0 | [exp8] Extracted 1000/22216 utterances
2026-02-07 01:41:58 | INFO     | phase0 | [exp8] Extracted 1200/22216 utterances
2026-02-07 01:41:58 | INFO     | phase0 | [exp8] Extracted 1400/22216 utterances
2026-02-07 01:41:58 | INFO     | phase0 | [exp8] Extracted 1600/22216 utterances
2026-02-07 01:41:58 | INFO     | phase0 | [exp8] Extracted 1800/22216 utterances
2026-02-07 01:41:59 | INFO     | phase0 | [exp8] Extracted 2000/22216 utterances
2026-02-07 01:41:59 | INFO     | phase0 | [exp8] Extracted 2200/22216 utterances
2026-02-07 01:41:59 | INFO     | phase0 | [exp8] Extracted 2400/22216 utterances
2026-02-07 01:41:59 | INFO     | phase0 | [exp8] Extracted 2600/22216 utterances
2026-02-07 01:42:00 | INFO     | phase0 | [exp8] Extracted 2800/22216 utterances
2026-02-07 01:42:00 | INFO     | phase0 | [exp8] Extracted 3000/22216 utterances
2026-02-07 01:42:00 | INFO     | phase0 | [exp8] Extracted 3200/22216 utterances
2026-02-07 01:42:00 | INFO     | phase0 | [exp8] Extracted 3400/22216 utterances
2026-02-07 01:42:00 | INFO     | phase0 | [exp8] Extracted 3600/22216 utterances
2026-02-07 01:42:01 | INFO     | phase0 | [exp8] Extracted 3800/22216 utterances
2026-02-07 01:42:01 | INFO     | phase0 | [exp8] Extracted 4000/22216 utterances
2026-02-07 01:42:01 | INFO     | phase0 | [exp8] Extracted 4200/22216 utterances
2026-02-07 01:42:01 | INFO     | phase0 | [exp8] Extracted 4400/22216 utterances
2026-02-07 01:42:01 | INFO     | phase0 | [exp8] Extracted 4600/22216 utterances
2026-02-07 01:42:02 | INFO     | phase0 | [exp8] Extracted 4800/22216 utterances
2026-02-07 01:42:02 | INFO     | phase0 | [exp8] Extracted 5000/22216 utterances
2026-02-07 01:42:02 | INFO     | phase0 | [exp8] Extracted 5200/22216 utterances
2026-02-07 01:42:02 | INFO     | phase0 | [exp8] Extracted 5400/22216 utterances
2026-02-07 01:42:03 | INFO     | phase0 | [exp8] Extracted 5600/22216 utterances
2026-02-07 01:42:03 | INFO     | phase0 | [exp8] Extracted 5800/22216 utterances
2026-02-07 01:42:03 | INFO     | phase0 | [exp8] Extracted 6000/22216 utterances
2026-02-07 01:42:03 | INFO     | phase0 | [exp8] Extracted 6200/22216 utterances
2026-02-07 01:42:03 | INFO     | phase0 | [exp8] Extracted 6400/22216 utterances
2026-02-07 01:42:04 | INFO     | phase0 | [exp8] Extracted 6600/22216 utterances
2026-02-07 01:42:04 | INFO     | phase0 | [exp8] Extracted 6800/22216 utterances
2026-02-07 01:42:04 | INFO     | phase0 | [exp8] Extracted 7000/22216 utterances
2026-02-07 01:42:04 | INFO     | phase0 | [exp8] Extracted 7200/22216 utterances
2026-02-07 01:42:05 | INFO     | phase0 | [exp8] Extracted 7400/22216 utterances
2026-02-07 01:42:05 | INFO     | phase0 | [exp8] Extracted 7600/22216 utterances
2026-02-07 01:42:05 | INFO     | phase0 | [exp8] Extracted 7800/22216 utterances
2026-02-07 01:42:05 | INFO     | phase0 | [exp8] Extracted 8000/22216 utterances
2026-02-07 01:42:05 | INFO     | phase0 | [exp8] Extracted 8200/22216 utterances
2026-02-07 01:42:06 | INFO     | phase0 | [exp8] Extracted 8400/22216 utterances
2026-02-07 01:42:06 | INFO     | phase0 | [exp8] Extracted 8600/22216 utterances
2026-02-07 01:42:06 | INFO     | phase0 | [exp8] Extracted 8800/22216 utterances
2026-02-07 01:42:06 | INFO     | phase0 | [exp8] Extracted 9000/22216 utterances
2026-02-07 01:42:06 | INFO     | phase0 | [exp8] Extracted 9200/22216 utterances
2026-02-07 01:42:07 | INFO     | phase0 | [exp8] Extracted 9400/22216 utterances
2026-02-07 01:42:07 | INFO     | phase0 | [exp8] Extracted 9600/22216 utterances
2026-02-07 01:42:07 | INFO     | phase0 | [exp8] Extracted 9800/22216 utterances
2026-02-07 01:42:07 | INFO     | phase0 | [exp8] Extracted 10000/22216 utterances
2026-02-07 01:42:08 | INFO     | phase0 | [exp8] Extracted 10200/22216 utterances
2026-02-07 01:42:08 | INFO     | phase0 | [exp8] Extracted 10400/22216 utterances
2026-02-07 01:42:08 | INFO     | phase0 | [exp8] Extracted 10600/22216 utterances
2026-02-07 01:42:08 | INFO     | phase0 | [exp8] Extracted 10800/22216 utterances
2026-02-07 01:42:08 | INFO     | phase0 | [exp8] Extracted 11000/22216 utterances
2026-02-07 01:42:09 | INFO     | phase0 | [exp8] Extracted 11200/22216 utterances
2026-02-07 01:42:09 | INFO     | phase0 | [exp8] Extracted 11400/22216 utterances
2026-02-07 01:42:09 | INFO     | phase0 | [exp8] Extracted 11600/22216 utterances
2026-02-07 01:42:09 | INFO     | phase0 | [exp8] Extracted 11800/22216 utterances
2026-02-07 01:42:10 | INFO     | phase0 | [exp8] Extracted 12000/22216 utterances
2026-02-07 01:42:10 | INFO     | phase0 | [exp8] Extracted 12200/22216 utterances
2026-02-07 01:42:10 | INFO     | phase0 | [exp8] Extracted 12400/22216 utterances
2026-02-07 01:42:10 | INFO     | phase0 | [exp8] Extracted 12600/22216 utterances
2026-02-07 01:42:10 | INFO     | phase0 | [exp8] Extracted 12800/22216 utterances
2026-02-07 01:42:11 | INFO     | phase0 | [exp8] Extracted 13000/22216 utterances
2026-02-07 01:42:11 | INFO     | phase0 | [exp8] Extracted 13200/22216 utterances
2026-02-07 01:42:11 | INFO     | phase0 | [exp8] Extracted 13400/22216 utterances
2026-02-07 01:42:11 | INFO     | phase0 | [exp8] Extracted 13600/22216 utterances
2026-02-07 01:42:11 | INFO     | phase0 | [exp8] Extracted 13800/22216 utterances
2026-02-07 01:42:12 | INFO     | phase0 | [exp8] Extracted 14000/22216 utterances
2026-02-07 01:42:12 | INFO     | phase0 | [exp8] Extracted 14200/22216 utterances
2026-02-07 01:42:12 | INFO     | phase0 | [exp8] Extracted 14400/22216 utterances
2026-02-07 01:42:12 | INFO     | phase0 | [exp8] Extracted 14600/22216 utterances
2026-02-07 01:42:13 | INFO     | phase0 | [exp8] Extracted 14800/22216 utterances
2026-02-07 01:42:13 | INFO     | phase0 | [exp8] Extracted 15000/22216 utterances
2026-02-07 01:42:13 | INFO     | phase0 | [exp8] Extracted 15200/22216 utterances
2026-02-07 01:42:13 | INFO     | phase0 | [exp8] Extracted 15400/22216 utterances
2026-02-07 01:42:13 | INFO     | phase0 | [exp8] Extracted 15600/22216 utterances
2026-02-07 01:42:14 | INFO     | phase0 | [exp8] Extracted 15800/22216 utterances
2026-02-07 01:42:14 | INFO     | phase0 | [exp8] Extracted 16000/22216 utterances
2026-02-07 01:42:14 | INFO     | phase0 | [exp8] Extracted 16200/22216 utterances
2026-02-07 01:42:14 | INFO     | phase0 | [exp8] Extracted 16400/22216 utterances
2026-02-07 01:42:15 | INFO     | phase0 | [exp8] Extracted 16600/22216 utterances
2026-02-07 01:42:15 | INFO     | phase0 | [exp8] Extracted 16800/22216 utterances
2026-02-07 01:42:15 | INFO     | phase0 | [exp8] Extracted 17000/22216 utterances
2026-02-07 01:42:15 | INFO     | phase0 | [exp8] Extracted 17200/22216 utterances
2026-02-07 01:42:15 | INFO     | phase0 | [exp8] Extracted 17400/22216 utterances
2026-02-07 01:42:16 | INFO     | phase0 | [exp8] Extracted 17600/22216 utterances
2026-02-07 01:42:16 | INFO     | phase0 | [exp8] Extracted 17800/22216 utterances
2026-02-07 01:42:16 | INFO     | phase0 | [exp8] Extracted 18000/22216 utterances
2026-02-07 01:42:16 | INFO     | phase0 | [exp8] Extracted 18200/22216 utterances
2026-02-07 01:42:16 | INFO     | phase0 | [exp8] Extracted 18400/22216 utterances
2026-02-07 01:42:17 | INFO     | phase0 | [exp8] Extracted 18600/22216 utterances
2026-02-07 01:42:17 | INFO     | phase0 | [exp8] Extracted 18800/22216 utterances
2026-02-07 01:42:17 | INFO     | phase0 | [exp8] Extracted 19000/22216 utterances
2026-02-07 01:42:17 | INFO     | phase0 | [exp8] Extracted 19200/22216 utterances
2026-02-07 01:42:17 | INFO     | phase0 | [exp8] Extracted 19400/22216 utterances
