2026-02-09 22:31:39 | INFO     | tier4-exp12 | [tracking] Registered run: experiment=exp12_state_cond_dirs run_id=20260209_223139 git=a1a1bc2 out=outputs/tier4/exp12_state_conditioned_directions/20260209_223139
2026-02-09 22:31:39 | INFO     | tier4-exp12 | [exp12] Building cache (this may take a while)...
2026-02-09 22:31:39 | INFO     | tier4-exp12 | [exp12] Cache input utterances: 5000
2026-02-09 22:31:39 | INFO     | tier4-exp12 | [exp12] Total frames M=822279, deltas N≈817279, D=32
2026-02-09 22:31:39 | INFO     | tier4-exp12 | [exp12] Cached 200/5000 utterances
2026-02-09 22:31:39 | INFO     | tier4-exp12 | [exp12] Cached 400/5000 utterances
2026-02-09 22:31:39 | INFO     | tier4-exp12 | [exp12] Cached 600/5000 utterances
2026-02-09 22:31:40 | INFO     | tier4-exp12 | [exp12] Cached 800/5000 utterances
2026-02-09 22:31:40 | INFO     | tier4-exp12 | [exp12] Cached 1000/5000 utterances
2026-02-09 22:31:40 | INFO     | tier4-exp12 | [exp12] Cached 1200/5000 utterances
2026-02-09 22:31:40 | INFO     | tier4-exp12 | [exp12] Cached 1400/5000 utterances
2026-02-09 22:31:40 | INFO     | tier4-exp12 | [exp12] Cached 1600/5000 utterances
2026-02-09 22:31:40 | INFO     | tier4-exp12 | [exp12] Cached 1800/5000 utterances
2026-02-09 22:31:40 | INFO     | tier4-exp12 | [exp12] Cached 2000/5000 utterances
2026-02-09 22:31:40 | INFO     | tier4-exp12 | [exp12] Cached 2200/5000 utterances
2026-02-09 22:31:40 | INFO     | tier4-exp12 | [exp12] Cached 2400/5000 utterances
2026-02-09 22:31:41 | INFO     | tier4-exp12 | [exp12] Cached 2600/5000 utterances
2026-02-09 22:31:41 | INFO     | tier4-exp12 | [exp12] Cached 2800/5000 utterances
2026-02-09 22:31:41 | INFO     | tier4-exp12 | [exp12] Cached 3000/5000 utterances
2026-02-09 22:31:41 | INFO     | tier4-exp12 | [exp12] Cached 3200/5000 utterances
2026-02-09 22:31:41 | INFO     | tier4-exp12 | [exp12] Cached 3400/5000 utterances
2026-02-09 22:31:41 | INFO     | tier4-exp12 | [exp12] Cached 3600/5000 utterances
2026-02-09 22:31:41 | INFO     | tier4-exp12 | [exp12] Cached 3800/5000 utterances
2026-02-09 22:31:41 | INFO     | tier4-exp12 | [exp12] Cached 4000/5000 utterances
2026-02-09 22:31:41 | INFO     | tier4-exp12 | [exp12] Cached 4200/5000 utterances
2026-02-09 22:31:42 | INFO     | tier4-exp12 | [exp12] Cached 4400/5000 utterances
2026-02-09 22:31:42 | INFO     | tier4-exp12 | [exp12] Cached 4600/5000 utterances
2026-02-09 22:31:42 | INFO     | tier4-exp12 | [exp12] Cached 4800/5000 utterances
2026-02-09 22:31:42 | INFO     | tier4-exp12 | [exp12] Cached 5000/5000 utterances
2026-02-09 22:31:42 | INFO     | tier4-exp12 | [exp12] Cache built: M=822279 frames, N=817279 deltas, near_zero_eps=6.699e-04, kept=817279
2026-02-09 22:31:42 | INFO     | tier4-exp12 | [exp12][exp1] Running global baseline...
2026-02-09 22:34:18 | INFO     | tier4-exp12 | [exp12][exp1] Wrote outputs/tier4/exp12_state_conditioned_directions/20260209_223139/tables/exp1_global.csv
2026-02-09 22:34:18 | INFO     | tier4-exp12 | [exp12][exp1] Wrote outputs/tier4/exp12_state_conditioned_directions/20260209_223139/tables/exp1_primary_table.csv
2026-02-09 22:34:18 | INFO     | tier4-exp12 | [exp12][exp2] Running state quantization...
2026-02-09 22:36:36 | INFO     | tier4-exp12 | [exp12][exp2] Wrote outputs/tier4/exp12_state_conditioned_directions/20260209_223139/tables/exp2_states.csv
2026-02-09 22:36:36 | INFO     | tier4-exp12 | [exp12][exp2] Wrote outputs/tier4/exp12_state_conditioned_directions/20260209_223139/tables/exp2_states_summary.csv
2026-02-09 22:36:36 | INFO     | tier4-exp12 | [exp12][exp3] Running state-conditioned directional analysis...
2026-02-09 22:42:09 | INFO     | tier4-exp12 | [exp12][exp3] Done k1=64 seed=11
2026-02-09 22:47:42 | INFO     | tier4-exp12 | [exp12][exp3] Done k1=64 seed=22
2026-02-09 22:53:15 | INFO     | tier4-exp12 | [exp12][exp3] Done k1=64 seed=33
2026-02-09 23:00:21 | INFO     | tier4-exp12 | [exp12][exp3] Done k1=128 seed=11
2026-02-09 23:07:32 | INFO     | tier4-exp12 | [exp12][exp3] Done k1=128 seed=22
2026-02-09 23:14:48 | INFO     | tier4-exp12 | [exp12][exp3] Done k1=128 seed=33
2026-02-09 23:24:27 | INFO     | tier4-exp12 | [exp12][exp3] Done k1=256 seed=11
2026-02-09 23:34:05 | INFO     | tier4-exp12 | [exp12][exp3] Done k1=256 seed=22
2026-02-09 23:43:38 | INFO     | tier4-exp12 | [exp12][exp3] Done k1=256 seed=33
2026-02-09 23:58:10 | INFO     | tier4-exp12 | [exp12][exp3] Done k1=512 seed=11
2026-02-10 00:12:18 | INFO     | tier4-exp12 | [exp12][exp3] Done k1=512 seed=22
2026-02-10 00:26:20 | INFO     | tier4-exp12 | [exp12][exp3] Done k1=512 seed=33
2026-02-10 00:48:34 | INFO     | tier4-exp12 | [exp12][exp3] Done k1=1024 seed=11
2026-02-10 01:10:43 | INFO     | tier4-exp12 | [exp12][exp3] Done k1=1024 seed=22
2026-02-10 01:32:43 | INFO     | tier4-exp12 | [exp12][exp3] Done k1=1024 seed=33
2026-02-10 02:10:35 | INFO     | tier4-exp12 | [exp12][exp3] Done k1=2048 seed=11
2026-02-10 02:48:18 | INFO     | tier4-exp12 | [exp12][exp3] Done k1=2048 seed=22
2026-02-10 03:26:05 | INFO     | tier4-exp12 | [exp12][exp3] Done k1=2048 seed=33
2026-02-10 03:26:05 | INFO     | tier4-exp12 | [exp12][exp3] Wrote outputs/tier4/exp12_state_conditioned_directions/20260209_223139/tables/exp3_conditional.csv
2026-02-10 03:26:05 | INFO     | tier4-exp12 | [exp12][exp3] Wrote outputs/tier4/exp12_state_conditioned_directions/20260209_223139/tables/exp3_primary_table.csv
2026-02-10 03:26:05 | INFO     | tier4-exp12 | [exp12][exp3] Wrote outputs/tier4/exp12_state_conditioned_directions/20260209_223139/tables/exp3_primary_table_means.csv
2026-02-10 03:26:05 | INFO     | tier4-exp12 | [exp12][exp3] Best config: K1=2048 K2=4 Δ=22.78°
