2026-02-07 05:37:28 | INFO     | phase0 | [tracking] Registered run: experiment=exp8_direction_codebook run_id=20260207_053728 git=a1a1bc2 out=outputs/tier3/exp8_direction_codebook/20260207_053728
2026-02-07 05:37:28 | INFO     | phase0 | [exp8] Using β-VAE latents from outputs/tier2/exp5_betavae/20260206_174326/baseline_betavae
2026-02-07 05:37:28 | INFO     | phase0 | [exp8] Loading latents index and splits...
2026-02-07 05:37:28 | INFO     | phase0 | [exp8] 4047 train utterances for direction extraction
2026-02-07 05:37:28 | INFO     | phase0 | [exp8] Extracted 200/4047 utterances
2026-02-07 05:37:28 | INFO     | phase0 | [exp8] Extracted 400/4047 utterances
2026-02-07 05:37:28 | INFO     | phase0 | [exp8] Extracted 600/4047 utterances
2026-02-07 05:37:28 | INFO     | phase0 | [exp8] Extracted 800/4047 utterances
2026-02-07 05:37:28 | INFO     | phase0 | [exp8] Extracted 1000/4047 utterances
2026-02-07 05:37:28 | INFO     | phase0 | [exp8] Extracted 1200/4047 utterances
2026-02-07 05:37:29 | INFO     | phase0 | [exp8] Extracted 1400/4047 utterances
2026-02-07 05:37:29 | INFO     | phase0 | [exp8] Extracted 1600/4047 utterances
2026-02-07 05:37:29 | INFO     | phase0 | [exp8] Extracted 1800/4047 utterances
2026-02-07 05:37:29 | INFO     | phase0 | [exp8] Extracted 2000/4047 utterances
2026-02-07 05:37:29 | INFO     | phase0 | [exp8] Extracted 2200/4047 utterances
2026-02-07 05:37:29 | INFO     | phase0 | [exp8] Extracted 2400/4047 utterances
2026-02-07 05:37:29 | INFO     | phase0 | [exp8] Extracted 2600/4047 utterances
2026-02-07 05:37:29 | INFO     | phase0 | [exp8] Extracted 2800/4047 utterances
2026-02-07 05:37:29 | INFO     | phase0 | [exp8] Extracted 3000/4047 utterances
2026-02-07 05:37:29 | INFO     | phase0 | [exp8] Extracted 3200/4047 utterances
2026-02-07 05:37:29 | INFO     | phase0 | [exp8] Extracted 3400/4047 utterances
2026-02-07 05:37:29 | INFO     | phase0 | [exp8] Extracted 3600/4047 utterances
2026-02-07 05:37:30 | INFO     | phase0 | [exp8] Extracted 3800/4047 utterances
2026-02-07 05:37:30 | INFO     | phase0 | [exp8] Extracted 4000/4047 utterances
2026-02-07 05:37:30 | INFO     | phase0 | [exp8] Extracted 657086 direction vectors, 661133 raw vectors from 4047 utterances, D=32
2026-02-07 05:37:30 | INFO     | phase0 | [exp8] Latent dimensionality: D=32
