2026-02-07 05:34:51 | INFO     | phase0 | [tracking] Registered run: experiment=exp8_direction_codebook run_id=20260207_053451 git=a1a1bc2 out=outputs/tier3/exp8_direction_codebook/20260207_053451
2026-02-07 05:34:51 | INFO     | phase0 | [exp8] Using β-VAE latents from outputs/tier2/exp5_betavae/20260206_174326/baseline_betavae
2026-02-07 05:34:51 | INFO     | phase0 | [exp8] Loading latents index and splits...
2026-02-07 05:34:51 | INFO     | phase0 | [exp8] 4047 train utterances for direction extraction
2026-02-07 05:34:51 | INFO     | phase0 | [exp8] Extracted 200/4047 utterances
2026-02-07 05:34:51 | INFO     | phase0 | [exp8] Extracted 400/4047 utterances
2026-02-07 05:34:51 | INFO     | phase0 | [exp8] Extracted 600/4047 utterances
2026-02-07 05:34:52 | INFO     | phase0 | [exp8] Extracted 800/4047 utterances
2026-02-07 05:34:52 | INFO     | phase0 | [exp8] Extracted 1000/4047 utterances
2026-02-07 05:34:52 | INFO     | phase0 | [exp8] Extracted 1200/4047 utterances
2026-02-07 05:34:52 | INFO     | phase0 | [exp8] Extracted 1400/4047 utterances
2026-02-07 05:34:52 | INFO     | phase0 | [exp8] Extracted 1600/4047 utterances
2026-02-07 05:34:52 | INFO     | phase0 | [exp8] Extracted 1800/4047 utterances
2026-02-07 05:34:52 | INFO     | phase0 | [exp8] Extracted 2000/4047 utterances
2026-02-07 05:34:52 | INFO     | phase0 | [exp8] Extracted 2200/4047 utterances
2026-02-07 05:34:53 | INFO     | phase0 | [exp8] Extracted 2400/4047 utterances
2026-02-07 05:34:53 | INFO     | phase0 | [exp8] Extracted 2600/4047 utterances
2026-02-07 05:34:53 | INFO     | phase0 | [exp8] Extracted 2800/4047 utterances
2026-02-07 05:34:53 | INFO     | phase0 | [exp8] Extracted 3000/4047 utterances
2026-02-07 05:34:53 | INFO     | phase0 | [exp8] Extracted 3200/4047 utterances
2026-02-07 05:34:53 | INFO     | phase0 | [exp8] Extracted 3400/4047 utterances
2026-02-07 05:34:53 | INFO     | phase0 | [exp8] Extracted 3600/4047 utterances
2026-02-07 05:34:53 | INFO     | phase0 | [exp8] Extracted 3800/4047 utterances
2026-02-07 05:34:54 | INFO     | phase0 | [exp8] Extracted 4000/4047 utterances
2026-02-07 05:34:54 | INFO     | phase0 | [exp8] Extracted 657086 direction vectors, 661133 raw vectors from 4047 utterances, D=32
2026-02-07 05:34:54 | INFO     | phase0 | [exp8] Latent dimensionality: D=32
2026-02-07 05:34:54 | INFO     | phase0 | [exp8] Running Exp 9: near-zero magnitude analysis...
2026-02-07 05:34:54 | INFO     | phase0 | [exp8] Exp 9 recommendation: floor_clamp_sufficient. Magnitude median=0.7291
2026-02-07 05:34:54 | INFO     | phase0 | [exp8]   eps=0.001*median -> threshold=0.000729, fraction=0.0000 (0 frames)
2026-02-07 05:34:54 | INFO     | phase0 | [exp8]   eps=0.01*median -> threshold=0.007291, fraction=0.0000 (4 frames)
2026-02-07 05:34:54 | INFO     | phase0 | [exp8]   eps=0.1*median -> threshold=0.072912, fraction=0.0217 (14276 frames)
2026-02-07 05:34:54 | INFO     | phase0 | [exp8]   eps=0.5*median -> threshold=0.364561, fraction=0.2281 (149888 frames)
2026-02-07 05:34:54 | INFO     | phase0 | [exp8] Filtering near-zero: 4 removed (0.0%), 657082 directions for k-means
2026-02-07 05:34:54 | INFO     | phase0 | [exp8] Running spherical MiniBatchKMeans K=32 (n_init=1, batch_size=4096)...
2026-02-07 05:34:55 | INFO     | phase0 | [exp8] K=32: angular_err=15.0° (median 11.5°), utilization=32/32 (100%), entropy_ratio=0.920
2026-02-07 05:34:55 | INFO     | phase0 | [exp8] Running unnormalized MiniBatchKMeans K=32 (n_init=1, batch_size=4096)...
2026-02-07 05:34:55 | INFO     | phase0 | [exp8] Unnorm K=32: angular_err=22.5° (median 15.2°), utilization=32/32 (100%), centroid_mag range=[0.047, 3.477]
2026-02-07 05:34:55 | INFO     | phase0 | [exp8] Running state VQ MiniBatchKMeans K=32 (n_init=1, batch_size=4096)...
2026-02-07 05:34:55 | INFO     | phase0 | [exp8] State VQ K=32: recon_err=0.2077 (median 0.1958), utilization=32/32 (100%), entropy_ratio=0.971
2026-02-07 05:34:55 | INFO     | phase0 | [exp8] === Normalized vs Unnormalized vs State VQ comparison ===
2026-02-07 05:34:55 | INFO     | phase0 | [exp8]   K=32: norm_ang=15.0° unnorm_ang=22.5° state_recon_err=0.2077 (util: 100% / 100% / 100%)
2026-02-07 05:34:55 | INFO     | phase0 | [exp8] Loading β-VAE decoder (VAE dec_proj + Mimi decoder)...
