2026-02-09 18:00:31 | INFO     | phase0 | [tracking] Registered run: experiment=exp8_direction_codebook run_id=20260209_180031 git=a1a1bc2 out=outputs/tier3/exp8_direction_codebook/20260209_180031
2026-02-09 18:00:31 | INFO     | phase0 | [exp8] Using VAE latents from config: /workspace/audioEngram/outputs/tier2/exp9_pocket_mimi_vae/20260209_010912/latents.zarr
2026-02-09 18:00:31 | INFO     | phase0 | [exp8] Loading latents index and splits...
2026-02-09 18:00:31 | INFO     | phase0 | [exp8] 4047 train utterances for direction extraction
2026-02-09 18:00:32 | INFO     | phase0 | [exp8] Extracted 200/4047 utterances
2026-02-09 18:00:32 | INFO     | phase0 | [exp8] Extracted 400/4047 utterances
2026-02-09 18:00:32 | INFO     | phase0 | [exp8] Extracted 600/4047 utterances
2026-02-09 18:00:32 | INFO     | phase0 | [exp8] Extracted 800/4047 utterances
2026-02-09 18:00:32 | INFO     | phase0 | [exp8] Extracted 1000/4047 utterances
2026-02-09 18:00:32 | INFO     | phase0 | [exp8] Extracted 1200/4047 utterances
2026-02-09 18:00:32 | INFO     | phase0 | [exp8] Extracted 1400/4047 utterances
2026-02-09 18:00:32 | INFO     | phase0 | [exp8] Extracted 1600/4047 utterances
2026-02-09 18:00:32 | INFO     | phase0 | [exp8] Extracted 1800/4047 utterances
2026-02-09 18:00:32 | INFO     | phase0 | [exp8] Extracted 2000/4047 utterances
2026-02-09 18:00:32 | INFO     | phase0 | [exp8] Extracted 2200/4047 utterances
2026-02-09 18:00:32 | INFO     | phase0 | [exp8] Extracted 2400/4047 utterances
2026-02-09 18:00:33 | INFO     | phase0 | [exp8] Extracted 2600/4047 utterances
2026-02-09 18:00:33 | INFO     | phase0 | [exp8] Extracted 2800/4047 utterances
2026-02-09 18:00:33 | INFO     | phase0 | [exp8] Extracted 3000/4047 utterances
2026-02-09 18:00:33 | INFO     | phase0 | [exp8] Extracted 3200/4047 utterances
2026-02-09 18:00:33 | INFO     | phase0 | [exp8] Extracted 3400/4047 utterances
2026-02-09 18:00:33 | INFO     | phase0 | [exp8] Extracted 3600/4047 utterances
2026-02-09 18:00:33 | INFO     | phase0 | [exp8] Extracted 3800/4047 utterances
2026-02-09 18:00:33 | INFO     | phase0 | [exp8] Extracted 4000/4047 utterances
2026-02-09 18:00:33 | INFO     | phase0 | [exp8] Extracted 657086 direction vectors, 661133 raw vectors from 4047 utterances, D=32
2026-02-09 18:00:33 | INFO     | phase0 | [exp8] Latent dimensionality: D=32
2026-02-09 18:00:33 | INFO     | phase0 | [exp8] Running Exp 9: near-zero magnitude analysis...
2026-02-09 18:00:33 | INFO     | phase0 | [exp8] Exp 9 recommendation: floor_clamp_sufficient. Magnitude median=6.6842
2026-02-09 18:00:33 | INFO     | phase0 | [exp8]   eps=0.001*median -> threshold=0.006684, fraction=0.0000 (0 frames)
2026-02-09 18:00:33 | INFO     | phase0 | [exp8]   eps=0.01*median -> threshold=0.066842, fraction=0.0000 (7 frames)
2026-02-09 18:00:33 | INFO     | phase0 | [exp8]   eps=0.1*median -> threshold=0.668420, fraction=0.0002 (149 frames)
2026-02-09 18:00:33 | INFO     | phase0 | [exp8]   eps=0.5*median -> threshold=3.342101, fraction=0.0620 (40763 frames)
